MSSubClass,MSZoning,LotFrontage,Neighborhood,OverallQual,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,Exterior
12,3,4.48863636973214,15,7,9.0,1,0.0,3,5,3.0,1.0,2.0,6.7580945044277305,4,6.7580945044277305,7.450660796211539,2,3,5,1,4,3,2.0,3,6.338594078203183,12.27749522954023
12,3,4.189654742026425,21,10,9.333333333333314,2,6.939253946041508,4,5,4.0,4.0,2.0,7.252053951852814,4,7.2633296174768365,7.988203597022576,3,3,8,2,5,3,3.0,4,6.464588303689961,12.27749522954023
10,3,4.143134726391533,11,6,9.0,1,0.0,2,5,3.0,1.0,2.0,7.055312843339752,4,7.055312843339752,7.055312843339752,1,3,3,1,2,3,1.0,3,6.3578422665081,12.27749522954023
11,3,3.784189633918261,22,8,9.333333333333314,3,5.187385805840755,3,5,3.0,2.0,3.0,7.223295679562314,4,7.223295679562314,7.223295679562314,2,3,4,2,4,3,2.0,3,6.184148890937483,12.27749522954023
12,3,4.51085950651685,15,7,8.0,2,6.352629396319567,2,5,3.0,1.0,3.0,6.964135612418245,4,6.964135612418245,7.618251097876695,2,3,6,1,4,3,2.0,3,6.470799503782602,12.27749522954023
12,3,4.330733340286331,22,8,9.166666666666629,2,5.84354441703136,3,5,4.0,3.0,2.0,7.042286171939743,4,7.042286171939743,7.813591552952433,2,3,7,2,5,3,2.0,4,6.748759547491679,12.27749522954023
10,3,4.276666119016055,15,7,8.833333333333314,2,5.123963979403259,3,5,3.0,3.0,3.0,7.282073658093465,4,7.299797366758161,7.299797366758161,2,3,5,1,4,3,2.0,3,6.326149473155099,12.27749522954023
12,3,4.30406509320417,13,7,8.0,2,3.713572066704308,2,5,3.0,1.0,2.0,6.725033642166843,3,6.786716950605081,7.449498005382849,2,2,5,2,4,3,3.0,3,6.059123195581797,12.27749522954023
6,2,4.0943445622221,6,3,0.0,1,0.0,3,3,1.0,1.0,2.0,6.734591659972948,3,6.734591659972948,7.381501894506707,2,2,6,1,2,1,1.0,2,5.940171252720432,12.27749522954023
10,3,4.48863636973214,9,4,1.0,1,0.0,2,3,2.0,1.0,2.0,6.859614903654202,4,6.859614903654202,6.859614903654202,1,2,2,1,2,1,1.0,2,5.648974238161206,12.27749522954023
12,3,4.605170185988092,9,6,3.0,2,6.3578422665081,2,3,3.0,1.0,1.0,6.799055862058796,2,7.075808863978387,7.669961995473577,2,3,6,2,4,1,3.0,2,6.234410725718371,12.27749522954023
11,2,3.4657359027997265,10,6,8.0,2,6.095824562432225,2,5,4.0,1.0,3.0,7.121252453244542,4,7.198931240688173,7.198931240688173,2,2,3,1,4,3,3.0,3,6.0063531596017325,12.27749522954023
10,3,4.356708826689592,18,8,9.5,3,6.150602768446279,2,5,3.0,1.0,3.0,7.355001921105257,4,7.355001921105257,7.355001921105257,2,3,4,2,4,3,2.0,4,6.63200177739563,12.27749522954023
12,3,4.804021044733257,13,6,9.166666666666629,1,0.0,3,5,3.0,3.0,2.0,6.529418838262226,4,6.529418838262226,7.353081920515432,2,3,4,2,5,3,3.0,3,5.993961427306569,12.27749522954023
5,4,3.6888794541139363,18,6,9.833333333333314,3,4.343805421853684,3,5,3.0,3.0,2.0,6.418364935936212,4,6.418364935936212,7.110696122978827,2,3,2,1,2,3,2.0,3,6.270988431858299,12.27749522954023
10,3,4.0943445622221,15,4,7.5,1,0.0,2,5,3.0,1.0,3.0,6.898714534329988,4,6.898714534329988,6.898714534329988,1,2,3,1,2,1,1.0,1,0.0,12.27749522954023
12,3,4.23410650459726,15,6,7.833333333333314,1,0.0,2,5,3.0,1.0,3.0,6.715383386334681,4,6.80903930604298,7.488293515159428,2,3,5,1,4,3,2.0,3,6.529418838262226,12.27749522954023
12,3,4.51085950651685,13,6,7.166666666666629,2,4.23410650459726,4,5,3.0,1.0,2.0,6.523562306149512,3,6.523562306149512,7.293697720601438,2,2,4,2,5,3,3.0,3,6.042632833682381,12.27749522954023
10,3,4.356708826689592,15,7,8.166666666666629,2,5.214935757608986,3,5,3.0,3.0,2.0,7.370860166536716,4,7.370860166536716,7.370860166536716,2,3,4,1,4,3,2.0,3,6.159095388491933,12.27749522954023
10,3,4.543294782270004,15,7,9.833333333333314,1,0.0,2,5,3.0,1.0,2.0,7.112327444710911,4,7.112327444710911,7.112327444710911,2,3,4,1,4,3,2.0,4,6.608000625296087,12.27749522954023
12,4,4.31748811353631,18,8,9.0,2,6.645090969505644,3,5,4.0,1.0,2.0,6.960347729101308,4,6.960347729101308,7.597396320212795,2,3,7,2,4,3,2.0,3,6.47543271670409,12.27749522954023
1,2,4.0943445622221,6,4,7.5,1,0.0,2,2,1.0,1.0,2.0,6.464588303689961,3,6.954638864880987,6.954638864880987,1,2,4,1,2,1,1.0,2,5.6131281063880705,12.27749522954023
10,2,3.912023005428146,6,5,0.0,1,0.0,2,3,2.0,1.0,2.0,6.672032945461067,4,6.672032945461067,6.672032945461067,1,2,3,1,2,1,1.0,2,5.5254529391317835,12.27749522954023
9,3,3.8066624897703196,13,7,8.333333333333314,1,0.0,2,5,3.0,1.0,3.0,5.953243334287785,4,6.652863029353347,7.266128779556451,2,2,5,2,5,3,3.0,3,5.993961427306569,12.27749522954023
12,3,4.343805421853684,15,7,9.5,3,5.3981627015177525,3,5,4.0,3.0,3.0,7.142827401161621,4,7.1569563646156364,7.89989532313973,2,4,8,2,5,3,3.0,4,6.675823221634848,12.27749522954023
10,3,4.30406509320417,5,5,9.5,1,0.0,2,5,3.0,1.0,2.0,7.026426808699636,3,7.026426808699636,7.026426808699636,1,2,3,1,4,3,1.0,3,6.066108090103747,12.27749522954023
12,3,4.174387269895637,15,6,9.333333333333314,1,0.0,3,5,3.0,1.0,2.0,6.591673732008658,4,6.591673732008658,7.284134806195205,2,3,6,2,4,3,3.0,3,5.968707559985366,12.27749522954023
12,3,4.23410650459726,9,6,2.6666666666666288,2,5.58724865840025,2,3,2.0,1.0,1.0,6.493753839851686,2,6.493753839851686,7.207118856207756,1,2,4,2,4,1,2.0,3,6.118097198041348,12.27749522954023
12,3,4.356708826689592,13,6,8.333333333333314,2,3.713572066704308,3,5,3.0,1.0,3.0,6.900730664045173,4,6.930494765951626,7.628031126930335,2,3,5,2,5,3,2.0,3,5.968707559985366,12.27749522954023
10,3,4.343805421853684,20,8,8.666666666666629,2,4.919980925828125,3,5,4.0,1.0,3.0,7.145196134997171,4,7.167809184316444,7.167809184316444,2,3,4,1,4,3,3.0,3,6.156978985585555,12.27749522954023
4,3,4.406719247264253,10,7,6.5,2,4.2626798770413155,2,3,2.0,1.0,2.0,7.553810852008231,3,7.580699752224563,7.580699752224563,3,2,7,1,1,2,1.0,4,6.642486801367256,12.27749522954023
12,3,4.290459441148391,15,8,8.333333333333314,2,5.771441123130016,3,5,3.0,2.0,3.0,6.912742820493176,4,6.912742820493176,7.52456122628536,2,3,5,3,4,3,3.0,4,6.493753839851686,12.27749522954023
12,3,4.174387269895637,15,6,7.833333333333314,1,0.0,2,5,3.0,1.0,3.0,6.834108738813838,4,6.834108738813838,7.475905969367397,2,3,5,1,4,3,2.0,3,6.154858094016418,12.27749522954023
10,3,4.356708826689592,15,7,9.166666666666629,1,0.0,3,5,3.0,3.0,3.0,7.45876269238096,4,7.45876269238096,7.45876269238096,2,3,5,1,4,3,3.0,3,6.493753839851686,12.27749522954023
10,3,4.356708826689592,15,7,8.166666666666629,2,5.214935757608986,3,5,3.0,4.0,3.0,7.307202314764738,4,7.31455283232408,7.31455283232408,2,3,4,1,4,3,2.0,3,6.359573868672378,12.27749522954023
5,2,3.1780538303479458,5,6,9.333333333333314,3,3.9318256327243257,3,5,3.0,1.0,2.0,6.878326468291325,4,6.878326468291325,7.444248649496705,2,3,5,1,2,3,1.0,3,5.942799375126701,12.27749522954023
12,3,4.330733340286331,13,7,8.5,2,5.198497031265826,3,5,3.0,1.0,2.0,6.785587645007929,4,6.785587645007929,7.618742377670413,2,3,6,2,5,3,3.0,3,6.075346031088684,12.27749522954023
10,3,4.143134726391533,11,7,9.166666666666629,2,4.795790545596741,2,5,3.0,1.0,3.0,6.985641817639208,4,6.985641817639208,6.985641817639208,1,3,4,1,2,2,1.0,1,0.0,12.27749522954023
10,3,4.672828834461906,22,8,9.666666666666629,3,6.07993319509559,3,5,4.0,4.0,3.0,7.444833273892193,4,7.444833273892193,7.444833273892193,2,3,4,2,4,3,2.0,4,6.7650389767805414,12.27749522954023
12,3,4.5217885770490405,20,8,10.0,2,4.442651256490317,3,5,4.0,1.0,2.0,6.652863029353347,4,6.652863029353347,7.585281078639126,2,4,6,2,5,3,3.0,4,6.523562306149512,12.27749522954023
12,4,4.605170185988092,18,7,9.166666666666629,1,0.0,3,5,3.0,1.0,3.0,6.899723107284872,4,6.899723107284872,7.5745584842024805,2,3,6,2,4,3,2.0,3,6.520621127558696,12.27749522954023
12,3,4.897839799950911,13,7,9.333333333333314,2,6.124683390894205,3,5,3.0,2.0,3.0,7.239214973779806,4,7.239214973779806,7.809135398120538,2,3,7,2,4,3,2.0,3,6.3578422665081,12.27749522954023
12,3,4.700480365792417,22,9,9.0,2,6.499787040655854,3,5,4.0,3.0,3.0,7.360739903058278,4,7.360739903058278,7.889459149404524,2,4,8,3,5,3,3.0,4,6.588926477533519,12.27749522954023
10,3,4.553876891600541,22,7,9.166666666666629,2,5.424950017481403,3,5,3.0,2.0,1.0,7.340835554123275,4,7.340835554123275,7.340835554123275,2,3,5,2,4,3,2.0,3,6.278521424165844,12.27749522954023
12,3,4.454347296253507,22,8,9.5,3,5.707110264748875,3,5,4.0,1.0,3.0,7.367077059881012,4,7.384610383176974,7.6787889981991535,1,4,6,2,4,3,3.0,4,6.672032945461067,12.27749522954023
12,3,4.127134385045092,13,7,9.0,1,0.0,3,5,3.0,1.0,2.0,6.734591659972948,4,6.734591659972948,7.450660796211539,2,3,5,2,4,3,3.0,3,6.089044875446846,12.27749522954023
10,3,4.143134726391533,21,9,9.833333333333314,3,6.618738983517219,4,5,4.0,1.0,3.0,7.7039102096163115,4,7.711996507047669,7.711996507047669,2,4,7,2,4,3,3.0,4,7.062191632286556,12.27749522954023
6,2,4.143134726391533,6,7,8.833333333333314,1,0.0,2,5,3.0,1.0,2.0,7.217443431696533,4,7.217443431696533,7.641564441260972,2,3,4,1,2,3,1.0,3,6.184148890937483,12.27749522954023
10,3,4.219507705176107,15,7,8.166666666666629,1,0.0,3,5,3.0,3.0,3.0,7.266827347520591,4,7.266827347520591,7.266827347520591,2,3,4,1,4,3,3.0,3,6.502790045915623,12.27749522954023
5,2,3.1780538303479458,5,7,9.0,3,3.9318256327243257,3,5,3.0,1.0,2.0,6.878326468291325,4,6.878326468291325,7.444248649496705,2,3,5,1,2,3,1.0,3,5.942799375126701,12.27749522954023
10,3,4.330733340286331,22,8,9.166666666666629,2,5.572154032177765,3,5,4.0,3.0,3.0,7.446585099157725,4,7.446585099157725,7.446585099157725,2,4,5,2,4,3,3.0,4,6.75343791859778,12.27749522954023
10,2,4.382026634673881,5,4,9.0,1,0.0,2,5,3.0,1.0,2.0,7.022868086082641,4,7.022868086082641,7.022868086082641,2,2,3,1,4,3,2.0,3,6.089044875446846,12.27749522954023
11,2,4.48863636973214,15,6,9.0,2,5.327876168789581,3,5,3.0,3.0,3.0,6.744059186311348,4,6.744059186311348,6.744059186311348,1,3,1,2,4,3,2.0,3,6.042632833682381,12.27749522954023
10,3,4.418840607796598,5,6,9.833333333333314,1,0.0,2,5,3.0,2.0,3.0,7.10085190894405,4,7.10085190894405,7.10085190894405,2,3,4,1,4,3,2.0,3,6.133398042996649,12.27749522954023
12,4,4.276666119016055,18,7,9.833333333333314,1,0.0,2,5,3.0,1.0,3.0,6.803505257608338,4,6.838405200847344,7.52456122628536,2,3,5,2,4,3,2.0,3,6.4692503167957724,12.27749522954023
10,3,3.7612001156935624,15,5,7.5,1,0.0,2,5,3.0,1.0,2.0,6.898714534329988,4,6.898714534329988,6.898714534329988,1,2,3,1,4,3,1.0,3,6.3578422665081,12.27749522954023
10,3,4.174387269895637,15,7,9.0,2,5.58724865840025,3,5,3.0,2.0,3.0,7.270312886079025,4,7.270312886079025,7.270312886079025,2,3,6,1,4,3,1.0,3,6.184148890937483,12.27749522954023
6,3,4.276666119016055,16,7,9.333333333333314,2,5.746203190540153,3,3,2.0,1.0,1.0,6.683360945766275,4,7.037027614686276,7.578145472419466,1,3,6,3,4,1,1.0,3,6.068425588244111,12.27749522954023
11,3,3.7612001156935624,14,7,9.333333333333314,2,2.833213344056216,3,5,3.0,3.0,3.0,7.130098510125578,4,7.130098510125578,7.130098510125578,2,3,3,1,4,3,3.0,3,6.0844994130751715,12.27749522954023
10,3,4.290459441148391,15,7,9.333333333333314,1,0.0,3,5,3.0,2.0,2.0,7.312553498102598,4,7.312553498102598,7.312553498102598,2,3,3,1,4,3,2.0,3,6.516193076042964,12.27749522954023
12,3,4.477336814478207,13,6,8.666666666666629,1,0.0,3,5,3.0,1.0,2.0,6.918695219020472,4,6.918695219020472,7.7266536648476425,2,3,6,2,5,3,2.0,3,5.968707559985366,12.27749522954023
12,3,4.442651256490317,12,6,4.166666666666629,1,0.0,2,3,3.0,1.0,2.0,6.570882962339584,2,6.699500340161678,7.347943823148687,2,2,4,2,4,2,2.0,3,6.075346031088684,12.27749522954023
10,3,4.634728988229636,22,10,8.833333333333314,2,6.827629234502852,4,5,4.0,4.0,3.0,7.780303087908373,4,7.780303087908373,7.780303087908373,2,4,6,2,4,3,3.0,4,6.876264611890766,12.27749522954023
12,3,4.406719247264253,23,7,7.5,2,5.673323267171493,3,5,3.0,1.0,3.0,7.093404625868766,4,7.102499355774649,7.83241092718792,2,3,7,2,4,3,2.0,4,6.582025138892826,12.27749522954023
11,3,3.7612001156935624,14,7,9.333333333333314,2,2.833213344056216,3,5,3.0,3.0,3.0,7.2254814727822945,4,7.349873704738337,7.349873704738337,2,3,5,2,4,3,3.0,3,6.066108090103747,12.27749522954023
12,3,5.159055299214529,23,8,7.666666666666629,2,6.2285110035911835,3,5,3.0,1.0,3.0,7.288244401020124,4,7.307202314764738,7.9355873855892,2,4,7,2,4,3,3.0,4,6.698268054115413,12.27749522954023
12,3,4.382026634673881,13,6,8.666666666666629,1,2.70805020110221,3,5,3.0,1.0,3.0,6.7580945044277305,4,6.7580945044277305,7.581209826196346,2,3,6,3,5,3,3.0,3,6.089044875446846,12.27749522954023
10,3,4.174387269895637,15,7,9.0,2,4.59511985013459,3,5,3.0,3.0,3.0,7.254884810077338,4,7.254884810077338,7.254884810077338,2,3,4,1,4,3,2.0,3,6.20455776256869,12.27749522954023
10,3,4.532599493153256,22,8,9.5,2,5.541263545158426,4,5,4.0,1.0,2.0,7.43543801981455,4,7.43543801981455,7.43543801981455,2,3,5,1,4,3,3.0,4,6.70808408385307,12.27749522954023
6,3,3.9512437185814275,5,6,0.0,1,0.0,2,3,2.0,1.0,1.0,6.601230118728877,2,6.683360945766275,7.305188215393037,1,2,5,2,2,1,1.0,2,5.3981627015177525,12.27749522954023
10,4,4.31748811353631,18,8,9.666666666666629,3,3.6109179126442243,3,5,3.0,3.0,3.0,7.356918242356021,4,7.356918242356021,7.356918242356021,2,3,5,1,4,3,2.0,3,6.621405651764134,12.27749522954023
1,2,3.6888794541139363,6,5,7.833333333333314,1,0.0,2,3,2.0,1.0,2.0,6.532334292222349,3,6.7650389767805414,6.7650389767805414,1,3,2,1,2,2,1.0,1,0.0,12.27749522954023
12,3,4.406719247264253,11,7,8.666666666666629,1,0.0,3,5,3.0,1.0,3.0,6.855408798609928,4,7.109062135687172,7.65491704784832,2,3,6,3,4,3,2.0,3,6.139884552226255,12.27749522954023
12,3,4.276666119016055,15,7,8.833333333333314,2,4.624972813284271,3,5,3.0,1.0,2.0,6.734591659972948,4,6.734591659972948,7.419979923661835,2,3,6,1,4,3,2.0,3,6.2166061010848646,12.27749522954023
11,2,3.784189633918261,16,8,9.5,3,6.1779441140506,3,5,3.0,4.0,3.0,7.3613754289773485,4,7.3938782901077555,7.3938782901077555,2,3,3,2,4,3,3.0,3,6.289715570908998,12.27749522954023
12,3,4.174387269895637,11,6,9.0,1,0.0,3,5,3.0,1.0,2.0,6.683360945766275,4,6.683360945766275,7.403061091090091,2,3,4,1,4,3,2.0,3,6.255750041753367,12.27749522954023
12,3,4.189654742026425,13,7,8.166666666666629,2,5.713732805509369,3,5,3.0,1.0,2.0,6.883462586413092,4,6.913737350659685,7.73718007783463,2,3,6,2,5,3,3.0,3,6.063785208687608,12.27749522954023
12,4,4.1588830833596715,18,6,8.833333333333314,1,0.0,3,5,3.0,1.0,1.0,6.762729506931879,4,6.762729506931879,7.455298485683291,2,3,5,1,4,3,2.0,3,6.513230110912307,12.27749522954023
10,3,4.219507705176107,15,7,9.333333333333314,3,5.198497031265826,3,5,3.0,1.0,3.0,7.380879035564116,4,7.380879035564116,7.380879035564116,2,3,6,2,4,3,2.0,3,6.493753839851686,12.27749522954023
12,3,4.382026634673881,15,7,8.5,2,5.153291594497779,3,5,3.0,1.0,3.0,6.871091294610546,4,6.871091294610546,7.491645473605133,2,3,5,2,4,3,2.0,3,6.336825731146441,12.27749522954023
12,3,4.248495242049359,13,6,7.833333333333314,1,0.0,2,5,3.0,3.0,3.0,6.688354713946762,3,6.688354713946762,7.321188556739478,2,2,6,2,4,3,3.0,3,6.025865973825314,12.27749522954023
1,2,4.2626798770413155,2,5,0.8333333333333144,1,0.0,2,3,2.0,1.0,2.0,6.608000625296087,4,6.658011045870748,6.658011045870748,1,2,2,2,2,1,3.0,2,6.829793737512425,12.27749522954023
12,4,4.430816798843313,18,8,9.333333333333314,1,0.0,3,5,3.0,2.0,2.0,6.999422467507961,3,6.999422467507961,7.570443252057374,2,3,6,2,4,3,2.0,4,6.960347729101308,12.27749522954023
12,3,4.5217885770490405,23,8,9.5,2,5.855071922202427,3,5,3.0,1.0,3.0,7.050122520269059,4,7.060476365999801,7.7279755421055585,2,3,7,2,4,3,3.0,4,6.51025834052315,12.27749522954023
10,3,4.859812404361672,10,7,8.833333333333314,1,0.0,3,5,4.0,1.0,2.0,7.353081920515432,4,7.353081920515432,7.353081920515432,2,3,5,1,4,3,3.0,3,6.352629396319567,12.27749522954023
10,3,4.941642422609304,13,4,0.16666666666662877,1,0.0,2,3,2.0,1.0,1.0,6.762729506931879,4,6.762729506931879,6.762729506931879,1,2,2,1,2,1,1.0,3,5.993961427306569,12.27749522954023
10,4,4.0943445622221,18,6,9.333333333333314,3,4.23410650459726,3,5,3.0,1.0,3.0,7.141245122350491,3,7.141245122350491,7.141245122350491,2,3,3,1,4,3,3.0,3,6.35088571671474,12.27749522954023
11,3,3.5263605246161616,22,7,9.666666666666629,3,5.117993812416755,3,5,3.0,1.0,3.0,7.181591944611865,4,7.181591944611865,7.181591944611865,2,3,4,2,4,3,2.0,3,6.440946540632921,12.27749522954023
10,3,4.30406509320417,18,8,9.833333333333314,3,4.290459441148391,3,5,3.0,1.0,2.0,7.292337176173877,4,7.292337176173877,7.292337176173877,2,3,4,2,4,3,3.0,4,6.80128303447162,12.27749522954023
12,3,4.787491742782046,15,8,9.333333333333314,1,0.0,3,5,3.0,3.0,2.0,6.984716320118266,4,6.984716320118266,7.560080465021827,2,3,6,2,4,3,2.0,3,6.530877627725885,12.27749522954023
3,3,4.007333185232471,8,5,8.333333333333314,1,0.0,2,5,2.0,1.0,1.0,6.660575149839686,4,6.842683282238422,7.448333860897476,2,1,7,1,2,1,1.0,1,0.0,12.27749522954023
12,4,4.189654742026425,18,7,8.0,2,7.3783837129967145,3,5,3.0,1.0,1.0,6.883462586413092,4,6.883462586413092,7.576097340623111,2,3,5,2,2,3,2.0,3,6.3578422665081,12.27749522954023
12,3,4.189654742026425,15,8,8.166666666666629,1,0.0,3,5,3.0,1.0,3.0,6.9363427358340495,4,7.099201743553092,7.8050670442584895,2,3,7,2,5,3,3.0,3,6.52795791762255,12.27749522954023
10,3,4.770684624465665,15,7,8.666666666666629,2,5.017279836814924,3,5,3.0,1.0,2.0,7.340835554123275,4,7.340835554123275,7.340835554123275,2,3,4,2,4,3,2.0,4,6.738152494595957,12.27749522954023
10,3,4.248495242049359,15,5,3.6666666666666288,1,0.0,2,5,2.0,1.0,2.0,6.796823718274855,2,6.796823718274855,6.796823718274855,1,2,3,1,4,2,1.0,3,6.315358001522335,12.27749522954023
1,3,4.382026634673881,5,4,0.0,1,0.0,2,3,2.0,1.0,1.0,6.759255270663693,4,6.759255270663693,6.759255270663693,1,2,2,1,2,1,1.0,3,6.29156913955832,12.27749522954023
10,3,4.499809670330265,22,9,9.0,1,0.0,3,5,4.0,4.0,3.0,7.5480289699350145,4,7.573017256052546,7.573017256052546,2,4,6,3,4,3,3.0,4,6.5638555265321274,12.27749522954023
10,3,3.912023005428146,9,6,8.666666666666629,1,0.0,2,3,2.0,1.0,2.0,6.880384082186005,4,6.880384082186005,6.880384082186005,1,2,3,2,2,1,1.0,2,5.484796933490655,12.27749522954023
12,3,4.2626798770413155,13,7,9.166666666666629,1,0.0,3,5,3.0,1.0,3.0,6.57507584059962,4,6.57507584059962,7.267525427828172,2,3,4,2,4,3,3.0,3,6.07073772800249,12.27749522954023
12,4,4.31748811353631,18,8,9.333333333333314,1,0.0,3,5,3.0,3.0,2.0,6.9930151229329605,4,6.9930151229329605,7.580699752224563,2,3,6,2,4,3,2.0,4,6.933423025730715,12.27749522954023
12,3,4.709530201312334,22,9,9.333333333333314,3,5.916202062607435,2,5,4.0,3.0,2.0,7.1308988302963465,4,7.1308988302963465,7.862112211662748,3,3,7,1,4,3,2.0,4,6.734591659972948,12.27749522954023
12,3,4.59511985013459,22,8,9.0,2,5.963579343618446,3,5,4.0,3.0,3.0,7.036148493750536,4,7.036148493750536,7.81156848934518,2,3,8,2,5,3,3.0,4,6.771935555839602,12.27749522954023
10,2,3.8918202981106265,6,3,9.166666666666629,1,0.0,2,3,2.0,1.0,2.0,7.0587581525186645,4,7.059617628291383,7.059617628291383,1,2,4,1,4,1,1.0,2,5.3981627015177525,12.27749522954023
10,3,4.442651256490317,22,8,9.0,2,5.6937321388027,3,5,3.0,1.0,3.0,8.073091199693154,4,7.396335293800808,7.396335293800808,2,3,5,2,4,3,2.0,4,6.78105762593618,12.27749522954023
11,2,4.07753744390572,22,7,9.0,3,4.990432586778736,3,5,3.0,3.0,3.0,7.214504414151143,4,7.214504414151143,7.214504414151143,2,3,4,2,4,3,2.0,3,6.184148890937483,12.27749522954023
12,3,4.07753744390572,13,6,8.0,1,0.0,2,5,3.0,4.0,3.0,6.8501261661455,3,6.8501261661455,7.40184157874383,2,2,5,3,4,3,3.0,3,6.159095388491933,12.27749522954023
10,3,4.454347296253507,21,9,9.333333333333314,3,5.303304908059076,3,5,4.0,4.0,3.0,7.56164174558878,4,7.56164174558878,7.56164174558878,2,3,6,2,4,3,3.0,4,6.517671272912275,12.27749522954023
